name,pid,storeid,门店编码,门店名称,SPU编码,SKU,门店商品名称,总部商品名称,mtpid,美团开放平台唯一标识,商品条码,外部编码,商品描述,渠道库存,实物库存
XIXI【颜色可选】闪片单色眼影盘亮晶晶爆闪细闪纯欲风渐变高光一抹上自动虚焦眼影一个,5000068331,,1148448,京东便利店（花都新华店）,1895069399044681771,1895069399057743880,XIXI【颜色可选】闪片单色眼影盘亮晶晶爆闪细闪纯欲风渐变高光一抹上自动虚焦眼影一个,XIXI【颜色可选】闪片单色眼影盘亮晶晶爆闪细闪纯欲风渐变高光一抹上自动虚焦眼影一个,5000068331,2000056258,,,,3,3
XIXI彩妆自然修饰发际线粉头发填充神器修饰额头阴影粉学生平价初学者 2#深棕色,5000071080,,1148448,京东便利店（花都新华店）,1894641615055405068,1894641615054860346,XIXI彩妆自然修饰发际线粉头发填充神器修饰额头阴影粉学生平价初学者 2#深棕色,XIXI彩妆自然修饰发际线粉头发填充神器修饰额头阴影粉学生平价初学者 2#深棕色,5000071080,2000058419,,,,3,3
XIXI彩妆自然修饰发际线粉头发填充神器修饰额头阴影粉学生平价初学者 1#灰黑色,5000074518,,1148448,京东便利店（花都新华店）,1894641615042265138,1894641615046430817,XIXI彩妆自然修饰发际线粉头发填充神器修饰额头阴影粉学生平价初学者 1#灰黑色,XIXI彩妆自然修饰发际线粉头发填充神器修饰额头阴影粉学生平价初学者 1#灰黑色,5000074518,2000061206,6970100673715.0,,,3,3
XIXI假睫毛胶水自嫁接分段式温和自然持久定型速干化妆师粘睫毛专用 假睫毛胶水8g,5000070701,,1148448,京东便利店（花都新华店）,1894641615042269215,1894641615042256967,XIXI假睫毛胶水自嫁接分段式温和自然持久定型速干化妆师粘睫毛专用 假睫毛胶水8g,XIXI假睫毛胶水自嫁接分段式温和自然持久定型速干化妆师粘睫毛专用 假睫毛胶水8g,5000070701,2000058120,6977179515755.0,,,3,3
XIXI【颜色可选】便携镜子化妆镜家用女随身小梳妆镜台式桌面折叠学生宿舍男士专用一个,5000071169,,1148448,京东便利店（花都新华店）,1894641615076376613,1894641615075831867,XIXI【颜色可选】便携镜子化妆镜家用女随身小梳妆镜台式桌面折叠学生宿舍男士专用一个,XIXI【颜色可选】便携镜子化妆镜家用女随身小梳妆镜台式桌面折叠学生宿舍男士专用一个,5000071169,2000058495,6970100672640.0,,,3,3
XIXI【颜色可选】便携镜子化妆镜家用女随身小梳妆镜台式桌面折叠学生宿舍男士专用一个,5000071170,,1148448,京东便利店（花都新华店）,1894641615076376613,1894641615075831868,XIXI【颜色可选】便携镜子化妆镜家用女随身小梳妆镜台式桌面折叠学生宿舍男士专用一个,XIXI【颜色可选】便携镜子化妆镜家用女随身小梳妆镜台式桌面折叠学生宿舍男士专用一个,5000071170,2000058495,6970100672640.0,,,3,3
XIXI【颜色可选】便携镜子化妆镜家用女随身小梳妆镜台式桌面折叠学生宿舍男士专用一个,5000071171,,1148448,京东便利店（花都新华店）,1894641615076376613,1894641615072284701,XIXI【颜色可选】便携镜子化妆镜家用女随身小梳妆镜台式桌面折叠学生宿舍男士专用一个,XIXI【颜色可选】便携镜子化妆镜家用女随身小梳妆镜台式桌面折叠学生宿舍男士专用一个,5000071171,2000058495,6970100672640.0,,,3,3
XIXI眼线笔【颜色可选】防水不易晕染不易脱色防汗持久浅棕深棕眼线液笔顺滑初学者一支,5000073795,,1148448,京东便利店（花都新华店）,1894641629190365265,1894641629190312023,XIXI眼线笔【颜色可选】防水不易晕染不易脱色防汗持久浅棕深棕眼线液笔顺滑初学者一支,XIXI眼线笔【颜色可选】防水不易晕染不易脱色防汗持久浅棕深棕眼线液笔顺滑初学者一支,5000073795,2000060658,6970100671551.0,,,0,0
XIXI眼线笔【颜色可选】防水不易晕染不易脱色防汗持久浅棕深棕眼线液笔顺滑初学者一支,5000073797,,1148448,京东便利店（花都新华店）,1894641629190365265,1894641629194563584,XIXI眼线笔【颜色可选】防水不易晕染不易脱色防汗持久浅棕深棕眼线液笔顺滑初学者一支,XIXI眼线笔【颜色可选】防水不易晕染不易脱色防汗持久浅棕深棕眼线液笔顺滑初学者一支,5000073797,2000060658,,,,0,0
XIXI眼线笔【颜色可选】防水不易晕染不易脱色防汗持久浅棕深棕眼线液笔顺滑初学者一支,5000073798,,1148448,京东便利店（花都新华店）,1894641629190365265,1894641629198798902,XIXI眼线笔【颜色可选】防水不易晕染不易脱色防汗持久浅棕深棕眼线液笔顺滑初学者一支,XIXI眼线笔【颜色可选】防水不易晕染不易脱色防汗持久浅棕深棕眼线液笔顺滑初学者一支,5000073798,2000060658,,,,0,0
XIXI眼线笔【颜色可选】防水不易晕染不易脱色防汗持久浅棕深棕眼线液笔顺滑初学者一支,5000073799,,1148448,京东便利店（花都新华店）,1894641629190365265,1894641629189894146,XIXI眼线笔【颜色可选】防水不易晕染不易脱色防汗持久浅棕深棕眼线液笔顺滑初学者一支,XIXI眼线笔【颜色可选】防水不易晕染不易脱色防汗持久浅棕深棕眼线液笔顺滑初学者一支,5000073799,2000060658,,,,0,0
XIXI眼线笔【颜色可选】防水不易晕染不易脱色防汗持久浅棕深棕眼线液笔顺滑初学者一支,5000073800,,1148448,京东便利店（花都新华店）,1894641629190365265,1894641629198761995,XIXI眼线笔【颜色可选】防水不易晕染不易脱色防汗持久浅棕深棕眼线液笔顺滑初学者一支,XIXI眼线笔【颜色可选】防水不易晕染不易脱色防汗持久浅棕深棕眼线液笔顺滑初学者一支,5000073800,2000060658,,,,0,0
XIXI眼线笔【颜色可选】防水不易晕染不易脱色防汗持久浅棕深棕眼线液笔顺滑初学者一支,5000073802,,1148448,京东便利店（花都新华店）,1894641629190365265,1894641629193900057,XIXI眼线笔【颜色可选】防水不易晕染不易脱色防汗持久浅棕深棕眼线液笔顺滑初学者一支,XIXI眼线笔【颜色可选】防水不易晕染不易脱色防汗持久浅棕深棕眼线液笔顺滑初学者一支,5000073802,2000060658,,,,0,0
XIXI眼线笔【颜色可选】防水不易晕染不易脱色防汗持久浅棕深棕眼线液笔顺滑初学者一支,5000073803,,1148448,京东便利店（花都新华店）,1894641629190365265,1894641629206560843,XIXI眼线笔【颜色可选】防水不易晕染不易脱色防汗持久浅棕深棕眼线液笔顺滑初学者一支,XIXI眼线笔【颜色可选】防水不易晕染不易脱色防汗持久浅棕深棕眼线液笔顺滑初学者一支,5000073803,2000060658,,,,0,0
XIXI眼线笔【颜色可选】防水不易晕染不易脱色防汗持久浅棕深棕眼线液笔顺滑初学者一支,5000073804,,1148448,京东便利店（花都新华店）,1894641629190365265,1894641629198618677,XIXI眼线笔【颜色可选】防水不易晕染不易脱色防汗持久浅棕深棕眼线液笔顺滑初学者一支,XIXI眼线笔【颜色可选】防水不易晕染不易脱色防汗持久浅棕深棕眼线液笔顺滑初学者一支,5000073804,2000060658,,,,0,0
海天 金标生抽酱油 1.28l/桶,5000070801,,1148448,京东便利店（花都新华店）,1894644697927147573,1894644697931280470,海天 金标生抽酱油 1.28l/桶,海天 金标生抽酱油 1.28l/桶,5000070801,2000058195,6902265751502.0,,,3,3
海天5度白醋450ml/瓶,5000071035,,1148448,京东便利店（花都新华店）,1894644697931333641,1894644697923526680,海天5度白醋450ml/瓶,海天5度白醋450ml/瓶,5000071035,2000058389,6902265452218.0,,,5,5
海天 金标生抽酱油 500ml/瓶,5000074536,,1148448,京东便利店（花都新华店）,1894644697935474778,1894644697936056338,海天 金标生抽酱油 500ml/瓶,海天 金标生抽酱油 500ml/瓶,5000074536,2000061234,940065170501.0,,,4,4
六神清新滋润芦荟沐浴露750ml/瓶+250ml,5000070976,,1148448,京东便利店（花都新华店）,1895069531953930309,1895069531970519139,六神清新滋润芦荟沐浴露750ml/瓶+250ml,六神清新滋润芦荟沐浴露750ml/瓶+250ml,5000070976,2000058341,6901294174061.0,,,4,4
三只松鼠芝士夹心饼干108g/袋,5000070754,,1148448,京东便利店（花都新华店）,1894642041259094052,1894642041263288380,三只松鼠芝士夹心饼干108g/袋,三只松鼠芝士夹心饼干108g/袋,5000070754,2000058165,6956511981816.0,,,4,4
三只松鼠 悟空小麻花黑糖味108g/袋,5000070602,,1148448,京东便利店（花都新华店）,1894642025123639335,1894642025128456206,三只松鼠 悟空小麻花黑糖味108g/袋,三只松鼠 悟空小麻花黑糖味108g/袋,5000070602,2000058003,6956511932375.0,,,5,5
三只松鼠（Three Squirrels）阳光华夫饼120g单袋,5000070836,,1148448,京东便利店（花都新华店）,1894642041263247369,1894642041263255629,三只松鼠（Three Squirrels）阳光华夫饼120g单袋,三只松鼠（Three Squirrels）阳光华夫饼120g单袋,5000070836,2000058225,6942209658313.0,,,5,5
三只松鼠（Three Squirrels）手撕面包280g/袋【新老包装随机】,5000071092,,1148448,京东便利店（花都新华店）,1894642041254846548,1894642041255567408,三只松鼠（Three Squirrels）手撕面包280g/袋【新老包装随机】,三只松鼠（Three Squirrels）手撕面包280g/袋【新老包装随机】,5000071092,2000058434,6942209603511.0,,,4,4
双汇香辣香肠脆 32g,5000070731,,1148448,京东便利店（花都新华店）,1894643015826554904,1894643015826554942,双汇香辣香肠脆 32g,双汇香辣香肠脆 32g,5000070731,2000058143,8908890257646.0,,,10,10
坛坛乡精制小米椒瓶装210g泡菜炒菜开胃佐料,5000070698,,1148448,京东便利店（花都新华店）,1894643157372452952,1894643157372448852,坛坛乡精制小米椒瓶装210g泡菜炒菜开胃佐料,坛坛乡精制小米椒瓶装210g泡菜炒菜开胃佐料,5000070698,2000058116,6930832001149.0,,,4,4
中邦 特辣王辣椒酱 230g/瓶,5000074548,,1148448,京东便利店（花都新华店）,1894642102395355156,1894642102387413002,中邦 特辣王辣椒酱 230g/瓶,中邦 特辣王辣椒酱 230g/瓶,5000074548,2000061238,6933904416902.0,,,4,4
太太乐鸡精调味料 200g/袋,5000074498,,1148448,京东便利店（花都新华店）,1894643236955213906,1894643236954427485,太太乐鸡精调味料 200g/袋,太太乐鸡精调味料 200g/袋,5000074498,2000061189,69221301014135.0,,,5,5
益力多 乳酸菌乳品饮品低糖 100ml*5瓶/排,5000071089,,1148448,京东便利店（花都新华店）,1894645070670688342,1894645070670741526,益力多 乳酸菌乳品饮品低糖 100ml*5瓶/排,益力多 乳酸菌乳品饮品低糖 100ml*5瓶/排,5000071089,2000058423,6928758789661.0,,,0,0
益力多 乳酸菌乳品饮品低糖 100ml/瓶,5000071136,,1148448,京东便利店（花都新华店）,1894645070671331403,1894645070671327282,益力多 乳酸菌乳品饮品低糖 100ml/瓶,益力多 乳酸菌乳品饮品低糖 100ml/瓶,5000071136,2000058467,,,,0,0
博曼斯 316不锈钢心形煎蛋模具煎鸡蛋DIY模型煎蛋器爱心形荷包蛋饭团磨具一个,5000068279,,1148448,京东便利店（花都新华店）,1894642939037290536,1894642939037478996,博曼斯 316不锈钢心形煎蛋模具煎鸡蛋DIY模型煎蛋器爱心形荷包蛋饭团磨具一个,博曼斯 316不锈钢心形煎蛋模具煎鸡蛋DIY模型煎蛋器爱心形荷包蛋饭团磨具一个,5000068279,2000056212,6956204036076.0,,,3,3
博曼斯 （形状可选）316不锈钢煎蛋模具DIY模型煎蛋器爱心形荷包蛋模具一个送分蛋器+油刷,5000068335,,1148448,京东便利店（花都新华店）,1894642939041443892,1894642939041443925,博曼斯 （形状可选）316不锈钢煎蛋模具DIY模型煎蛋器爱心形荷包蛋模具一个送分蛋器+油刷,博曼斯 （形状可选）316不锈钢煎蛋模具DIY模型煎蛋器爱心形荷包蛋模具一个送分蛋器+油刷,5000068335,2000056251,6930206956198.0,,多种造型 生活充满乐趣  一物多用 可用于煎饼/切割披萨,4,4
博曼斯 （形状可选）316不锈钢煎蛋模具DIY模型煎蛋器爱心形荷包蛋模具一个送分蛋器+油刷,5000068336,,1148448,京东便利店（花都新华店）,1894642939041443892,1894642939042148356,博曼斯 （形状可选）316不锈钢煎蛋模具DIY模型煎蛋器爱心形荷包蛋模具一个送分蛋器+油刷,博曼斯 （形状可选）316不锈钢煎蛋模具DIY模型煎蛋器爱心形荷包蛋模具一个送分蛋器+油刷,5000068336,2000056251,,,多种造型 生活充满乐趣  一物多用 可用于煎饼/切割披萨,4,4
博曼斯 （形状可选）316不锈钢煎蛋模具DIY模型煎蛋器爱心形荷包蛋模具一个送分蛋器+油刷,5000068337,,1148448,京东便利店（花都新华店）,1894642939041443892,1894642939046383640,博曼斯 （形状可选）316不锈钢煎蛋模具DIY模型煎蛋器爱心形荷包蛋模具一个送分蛋器+油刷,博曼斯 （形状可选）316不锈钢煎蛋模具DIY模型煎蛋器爱心形荷包蛋模具一个送分蛋器+油刷,5000068337,2000056251,,,多种造型 生活充满乐趣  一物多用 可用于煎饼/切割披萨,4,4
博曼斯 （形状可选）316不锈钢煎蛋模具DIY模型煎蛋器爱心形荷包蛋模具一个送分蛋器+油刷,5000068338,,1148448,京东便利店（花都新华店）,1894642939041443892,1894642939042005003,博曼斯 （形状可选）316不锈钢煎蛋模具DIY模型煎蛋器爱心形荷包蛋模具一个送分蛋器+油刷,博曼斯 （形状可选）316不锈钢煎蛋模具DIY模型煎蛋器爱心形荷包蛋模具一个送分蛋器+油刷,5000068338,2000056251,,,多种造型 生活充满乐趣  一物多用 可用于煎饼/切割披萨,4,4
博曼斯 （形状可选）316不锈钢煎蛋模具DIY模型煎蛋器爱心形荷包蛋模具一个送分蛋器+油刷,5000068339,,1148448,京东便利店（花都新华店）,1894642939041443892,1894642939045597214,博曼斯 （形状可选）316不锈钢煎蛋模具DIY模型煎蛋器爱心形荷包蛋模具一个送分蛋器+油刷,博曼斯 （形状可选）316不锈钢煎蛋模具DIY模型煎蛋器爱心形荷包蛋模具一个送分蛋器+油刷,5000068339,2000056251,,,多种造型 生活充满乐趣  一物多用 可用于煎饼/切割披萨,4,4
德铂仕 304不锈钢煎蛋器（形状可选） 1.2mm煎蛋圈爱心形煎蛋器煎蛋模具加厚煎蛋器一个,5000068446,,1148448,京东便利店（花都新华店）,1894643970739642436,1894643970743750689,德铂仕 304不锈钢煎蛋器（形状可选） 1.2mm煎蛋圈爱心形煎蛋器煎蛋模具加厚煎蛋器一个,德铂仕 304不锈钢煎蛋器（形状可选） 1.2mm煎蛋圈爱心形煎蛋器煎蛋模具加厚煎蛋器一个,5000068446,2000056346,,,,5,5
德铂仕 304不锈钢煎蛋器（形状可选） 1.2mm煎蛋圈爱心形煎蛋器煎蛋模具加厚煎蛋器一个,5000068448,,1148448,京东便利店（花都新华店）,1894643970739642436,1894643970743808091,德铂仕 304不锈钢煎蛋器（形状可选） 1.2mm煎蛋圈爱心形煎蛋器煎蛋模具加厚煎蛋器一个,德铂仕 304不锈钢煎蛋器（形状可选） 1.2mm煎蛋圈爱心形煎蛋器煎蛋模具加厚煎蛋器一个,5000068448,2000056346,,,,5,5
德铂仕 304不锈钢煎蛋器（形状可选） 1.2mm煎蛋圈爱心形煎蛋器煎蛋模具加厚煎蛋器一个,5000068449,,1148448,京东便利店（花都新华店）,1894643970739642436,1894643970748182627,德铂仕 304不锈钢煎蛋器（形状可选） 1.2mm煎蛋圈爱心形煎蛋器煎蛋模具加厚煎蛋器一个,德铂仕 304不锈钢煎蛋器（形状可选） 1.2mm煎蛋圈爱心形煎蛋器煎蛋模具加厚煎蛋器一个,5000068449,2000056346,,,,5,5
德铂仕 304不锈钢煎蛋器（形状可选） 1.2mm煎蛋圈爱心形煎蛋器煎蛋模具加厚煎蛋器一个,5000068450,,1148448,京东便利店（花都新华店）,1894643970739642436,1894643970743721996,德铂仕 304不锈钢煎蛋器（形状可选） 1.2mm煎蛋圈爱心形煎蛋器煎蛋模具加厚煎蛋器一个,德铂仕 304不锈钢煎蛋器（形状可选） 1.2mm煎蛋圈爱心形煎蛋器煎蛋模具加厚煎蛋器一个,5000068450,2000056346,,,,5,5
德铂仕 304不锈钢煎蛋器（形状可选） 1.2mm煎蛋圈爱心形煎蛋器煎蛋模具加厚煎蛋器一个,5000068452,,1148448,京东便利店（花都新华店）,1894643970739642436,1894643970743808092,德铂仕 304不锈钢煎蛋器（形状可选） 1.2mm煎蛋圈爱心形煎蛋器煎蛋模具加厚煎蛋器一个,德铂仕 304不锈钢煎蛋器（形状可选） 1.2mm煎蛋圈爱心形煎蛋器煎蛋模具加厚煎蛋器一个,5000068452,2000056346,,,,5,5
绿医仕（尺寸可选）食品级不易破家务厨房洗碗手套丁晴一次性手套防水高弹黑色30只一包,5000073893,,1148448,京东便利店（花都新华店）,1894645292045951075,1894645292045967424,绿医仕（尺寸可选）食品级不易破家务厨房洗碗手套丁晴一次性手套防水高弹黑色30只一包,绿医仕（尺寸可选）食品级不易破家务厨房洗碗手套丁晴一次性手套防水高弹黑色30只一包,5000073893,2000060724,6975107010198.0,,,2,2
绿医仕（尺寸可选）食品级不易破家务厨房洗碗手套丁晴一次性手套防水高弹黑色30只一包,5000073894,,1148448,京东便利店（花都新华店）,1894645292045951075,1894645292046688304,绿医仕（尺寸可选）食品级不易破家务厨房洗碗手套丁晴一次性手套防水高弹黑色30只一包,绿医仕（尺寸可选）食品级不易破家务厨房洗碗手套丁晴一次性手套防水高弹黑色30只一包,5000073894,2000060724,6975107010198.0,,,3,3
绿医仕（尺寸可选）食品级不易破家务厨房洗碗手套丁晴一次性手套防水高弹黑色30只一包,5000073895,,1148448,京东便利店（花都新华店）,1894645292045951075,1894645292050743369,绿医仕（尺寸可选）食品级不易破家务厨房洗碗手套丁晴一次性手套防水高弹黑色30只一包,绿医仕（尺寸可选）食品级不易破家务厨房洗碗手套丁晴一次性手套防水高弹黑色30只一包,5000073895,2000060724,6975107010198.0,,,2,2
喜力啤酒330ml*24瓶/箱,5000074486,,1148448,京东便利店（花都新华店）,1894643127797825565,1894643127802019875,喜力啤酒330ml*24瓶/箱,喜力啤酒330ml*24瓶/箱,5000074486,2000061188,8712000030759.0,,,1,1
蓝妹 啤酒 330ml*24瓶/箱,5000070729,,1148448,京东便利店（花都新华店）,1894645598888677467,1894645598892871718,蓝妹 啤酒 330ml*24瓶/箱,蓝妹 啤酒 330ml*24瓶/箱,5000070729,2000058140,6956511933938.0,,,1,1
蓝妹 啤酒 500ml*12罐,5000070586,,1148448,京东便利店（花都新华店）,1894645598885191753,1894645598884470880,蓝妹 啤酒 500ml*12罐,蓝妹 啤酒 500ml*12罐,5000070586,2000058017,6972994340025.0,,,1,1
老珠江啤酒12度P瓶装600ml*12/瓶,5000070822,,1148448,京东便利店（花都新华店）,1894645370966138977,1894645370965999637,老珠江啤酒12度P瓶装600ml*12/瓶,老珠江啤酒12度P瓶装600ml*12/瓶,5000070822,2000058210,721031090029.0,,,2,2
百威 啤酒 330mlx【9罐】箱/散装,5000070941,,1148448,京东便利店（花都新华店）,1894645022868844586,1894645022868172803,百威 啤酒 330mlx【9罐】箱/散装,百威 啤酒 330mlx【9罐】箱/散装,5000070941,2000058312,6904049092269.0,,,1,1
蓝带 啤酒 500ml*12罐/箱,5000074537,,1148448,京东便利店（花都新华店）,1894645614432895024,1894645614428540946,蓝带 啤酒 500ml*12罐/箱,蓝带 啤酒 500ml*12罐/箱,5000074537,2000061231,6925452503050.0,,,1,1
乌苏 易拉罐红乌苏啤酒 500ml*12罐/箱,5000071100,,1148448,京东便利店（花都新华店）,1894642133416869976,1894642133416357907,乌苏 易拉罐红乌苏啤酒 500ml*12罐/箱,乌苏 易拉罐红乌苏啤酒 500ml*12罐/箱,5000071100,2000058466,6921336821319.0,,,1,1
